Table S4  Raw inoculation experiment data - all surviving plants. Nitrogen data from Regus et al 2014. Local chromosomal (CHR) and symbiosis island (SI) abundance is represented as a proportion of the total nodulating isolates in a given population. Full genome abundance is not a proportion.,,,,,,,,,,,,,,,
Plant #,Host Line,Strain,Population,N history,Total N (%),Mineral N (ppm),Block,Shoots mass (g),Roots mass (g),Relative Growth,Total nodules,Mean individual  nodule biomass (mg),CHR local abundance,SI local abunance,full genome local abundance
498,UnH: Cla12.04,158,ANZ,LOW,0.01,2.02,4,0.0536,0.0135,699,48,0.1167,0.522727273,0.0667,3
654,UnL: Anz13.04,158,ANZ,LOW,0.01,2.02,4,0.0232,0.0056,23,33,0.0758,0.522727273,0.0667,3
864,A. heermannii,158,ANZ,LOW,0.01,2.02,4,0.0566,0.0212,285,59,0.1034,0.522727273,0.0667,3
89,Anz11.01,158,ANZ,LOW,0.01,2.02,5,0.0839,0.0289,548,77,0.0974,0.522727273,0.0667,3
522,UnH: Cla12.04,158,ANZ,LOW,0.01,2.02,5,0.1028,0.0283,2241,67,0.1254,0.522727273,0.0667,3
882,A. heermannii,158,ANZ,LOW,0.01,2.02,5,0.0996,0.0414,744,59,0.2186,0.522727273,0.0667,3
63,Anz11.01,159,ANZ,LOW,0.01,2.02,1,0.062,0.0184,362,29,0.1241,0.022727273,0.133333333,1
94,Anz10.01,159,ANZ,LOW,0.01,2.02,1,0.0257,0.0072,1467,16,0.0125,0.022727273,0.133333333,1
384,UnH: Cla12.04,159,ANZ,LOW,0.01,2.02,1,0.0626,0.0097,630,29,0.0793,0.022727273,0.133333333,1
562,UnL: Anz13.04,159,ANZ,LOW,0.01,2.02,1,0.0484,0.011,200,40,0.07,0.022727273,0.133333333,1
725,A. heermannii,159,ANZ,LOW,0.01,2.02,1,0.1064,0.0382,1004,41,0.122,0.022727273,0.133333333,1
67,Anz11.01,159,ANZ,LOW,0.01,2.02,2,0.1046,0.0364,692,84,0.1119,0.022727273,0.133333333,1
101,Anz10.01,159,ANZ,LOW,0.01,2.02,2,0.0532,0.024,1231,37,0.1162,0.022727273,0.133333333,1
411,UnH: Cla12.04,159,ANZ,LOW,0.01,2.02,2,0.0937,0.0201,1862,51,0.1216,0.022727273,0.133333333,1
606,UnL: Anz13.04,159,ANZ,LOW,0.01,2.02,2,0.0949,0.0301,1216,90,0.1078,0.022727273,0.133333333,1
776,A. heermannii,159,ANZ,LOW,0.01,2.02,2,0.0982,0.0462,480,57,0.1386,0.022727273,0.133333333,1
75,Anz11.01,159,ANZ,LOW,0.01,2.02,3,0.0949,0.0303,1081,71,0.1352,0.022727273,0.133333333,1
105,Anz10.01,159,ANZ,LOW,0.01,2.02,3,0.0613,0.0173,754,42,0.0881,0.022727273,0.133333333,1
456,UnH: Cla12.04,159,ANZ,LOW,0.01,2.02,3,0.0667,0.0197,1117,39,0.0872,0.022727273,0.133333333,1
625,UnL: Anz13.04,159,ANZ,LOW,0.01,2.02,3,0.0232,0.0057,65,54,0.0426,0.022727273,0.133333333,1
808,A. heermannii,159,ANZ,LOW,0.01,2.02,3,0.13,0.0497,503,63,0.1286,0.022727273,0.133333333,1
84,Anz11.01,159,ANZ,LOW,0.01,2.02,4,0.0822,0.0236,448,63,0.1079,0.022727273,0.133333333,1
112,Anz10.01,159,ANZ,LOW,0.01,2.02,4,0.0978,0.0362,684,59,0.1034,0.022727273,0.133333333,1
490,UnH: Cla12.04,159,ANZ,LOW,0.01,2.02,4,0.1179,0.0268,1623,30,0.19,0.022727273,0.133333333,1
658,UnL: Anz13.04,159,ANZ,LOW,0.01,2.02,4,0.1084,0.0274,478,105,0.0743,0.022727273,0.133333333,1
831,A. heermannii,159,ANZ,LOW,0.01,2.02,4,0.1618,0.0657,1026,60,0.1533,0.022727273,0.133333333,1
86,Anz11.01,159,ANZ,LOW,0.01,2.02,5,0.115,0.038,779,83,0.1072,0.022727273,0.133333333,1
521,UnH: Cla12.04,159,ANZ,LOW,0.01,2.02,5,0.0957,0.0283,2114,78,0.091,0.022727273,0.133333333,1
879,A. heermannii,159,ANZ,LOW,0.01,2.02,5,0.1652,0.0982,1477,86,0.1372,0.022727273,0.133333333,1
62,Anz11.01,160,ANZ,LOW,0.01,2.02,1,0.0912,0.0199,539,46,0.1522,0.022727273,0.0444,1
91,Anz10.01,160,ANZ,LOW,0.01,2.02,1,0.0559,0.0187,3452,31,0.0903,0.022727273,0.0444,1
390,UnH: Cla12.04,160,ANZ,LOW,0.01,2.02,1,0.0963,0.0178,1053,85,0.08,0.022727273,0.0444,1
575,UnL: Anz13.04,160,ANZ,LOW,0.01,2.02,1,0.0657,0.0152,309,30,0.4267,0.022727273,0.0444,1
743,A. heermannii,160,ANZ,LOW,0.01,2.02,1,0.1255,0.0316,1099,141,0.0851,0.022727273,0.0444,1
72,Anz11.01,160,ANZ,LOW,0.01,2.02,2,0.0397,0.0158,212,31,0.2387,0.022727273,0.0444,1
102,Anz10.01,160,ANZ,LOW,0.01,2.02,2,0.011,0.0044,166,32,0.0469,0.022727273,0.0444,1
418,UnH: Cla12.04,160,ANZ,LOW,0.01,2.02,2,0.0417,0.0089,772,30,0.13,0.022727273,0.0444,1
578,UnL: Anz13.04,160,ANZ,LOW,0.01,2.02,2,0.0617,0.0179,738,67,0.206,0.022727273,0.0444,1
769,A. heermannii,160,ANZ,LOW,0.01,2.02,2,0.0354,0.0215,129,37,0.1189,0.022727273,0.0444,1
77,Anz11.01,160,ANZ,LOW,0.01,2.02,3,0.1076,0.0393,1286,85,0.1906,0.022727273,0.0444,1
108,Anz10.01,160,ANZ,LOW,0.01,2.02,3,0.0542,0.0205,712,64,0.1188,0.022727273,0.0444,1
438,UnH: Cla12.04,160,ANZ,LOW,0.01,2.02,3,0.0598,0.0154,959,83,0.0964,0.022727273,0.0444,1
633,UnL: Anz13.04,160,ANZ,LOW,0.01,2.02,3,0.0752,0.0294,498,80,0.1938,0.022727273,0.0444,1
821,A. heermannii,160,ANZ,LOW,0.01,2.02,3,0.1843,0.0649,736,118,0.1161,0.022727273,0.0444,1
80,Anz11.01,160,ANZ,LOW,0.01,2.02,4,0.154,0.0253,829,39,0.1821,0.022727273,0.0444,1
109,Anz10.01,160,ANZ,LOW,0.01,2.02,4,0.0071,0.0014,-50,9,0.1,0.022727273,0.0444,1
488,UnH: Cla12.04,160,ANZ,LOW,0.01,2.02,4,0.1087,0.0235,1474,58,0.1759,0.022727273,0.0444,1
667,UnL: Anz13.04,160,ANZ,LOW,0.01,2.02,4,0.0494,0.0097,151,30,0.0967,0.022727273,0.0444,1
834,A. heermannii,160,ANZ,LOW,0.01,2.02,4,0.1165,0.0333,642,98,0.1245,0.022727273,0.0444,1
90,Anz11.01,160,ANZ,LOW,0.01,2.02,5,0.0652,0.0291,442,59,0.1203,0.022727273,0.0444,1
513,UnH: Cla12.04,160,ANZ,LOW,0.01,2.02,5,0.0487,0.0118,980,64,0.0813,0.022727273,0.0444,1
875,A. heermannii,160,ANZ,LOW,0.01,2.02,5,0.0759,0.0328,551,118,0.089,0.022727273,0.0444,1
66,Anz11.01,161,ANZ,LOW,0.01,2.02,1,0.0104,0.0054,n/a,0,NA,NA,NA,NA
92,Anz10.01,161,ANZ,LOW,0.01,2.02,1,0.0045,0.0024,n/a,0,NA,NA,NA,NA
367,UnH: Cla12.04,161,ANZ,LOW,0.01,2.02,1,0.0141,0.0065,n/a,0,NA,NA,NA,NA
564,UnL: Anz13.04,161,ANZ,LOW,0.01,2.02,1,0.0105,0.0062,n/a,0,NA,NA,NA,NA
71,Anz11.01,161,ANZ,LOW,0.01,2.02,2,0.0092,0.0061,n/a,0,NA,NA,NA,NA
97,Anz10.01,161,ANZ,LOW,0.01,2.02,2,0.0029,0.0022,n/a,0,NA,NA,NA,NA
427,UnH: Cla12.04,161,ANZ,LOW,0.01,2.02,2,0.0058,0.0037,n/a,0,NA,NA,NA,NA
600,UnL: Anz13.04,161,ANZ,LOW,0.01,2.02,2,0.0086,0.0043,n/a,0,NA,NA,NA,NA
790,A. heermannii,161,ANZ,LOW,0.01,2.02,2,0.0136,0.0158,n/a,0,NA,NA,NA,NA
74,Anz11.01,161,ANZ,LOW,0.01,2.02,3,0.0112,0.0070,n/a,0,NA,NA,NA,NA
103,Anz10.01,161,ANZ,LOW,0.01,2.02,3,0.0031,0.0031,n/a,0,NA,NA,NA,NA
444,UnH: Cla12.04,161,ANZ,LOW,0.01,2.02,3,0.0039,0.0024,n/a,0,NA,NA,NA,NA
624,UnL: Anz13.04,161,ANZ,LOW,0.01,2.02,3,0.0086,0.0062,n/a,0,NA,NA,NA,NA
794,A. heermannii,161,ANZ,LOW,0.01,2.02,3,0.0198,0.0156,n/a,0,NA,NA,NA,NA
82,Anz11.01,161,ANZ,LOW,0.01,2.02,4,0.0137,0.0097,n/a,0,NA,NA,NA,NA
114,Anz10.01,161,ANZ,LOW,0.01,2.02,4,0.0054,0.0041,n/a,0,NA,NA,NA,NA
482,UnH: Cla12.04,161,ANZ,LOW,0.01,2.02,4,0.0048,0.0032,n/a,0,NA,NA,NA,NA
665,UnL: Anz13.04,161,ANZ,LOW,0.01,2.02,4,0.0083,0.0047,n/a,0,NA,NA,NA,NA
859,A. heermannii,161,ANZ,LOW,0.01,2.02,4,0.0145,0.0124,n/a,0,NA,NA,NA,NA
88,Anz11.01,161,ANZ,LOW,0.01,2.02,5,0.0102,0.0060,n/a,0,NA,NA,NA,NA
516,UnH: Cla12.04,161,ANZ,LOW,0.01,2.02,5,0.006,0.0043,n/a,0,NA,NA,NA,NA
865,A. heermannii,161,ANZ,LOW,0.01,2.02,5,0.0127,0.0103,n/a,0,NA,NA,NA,NA
4,BMR01.03,control,BMR,LOW,0.01,4.08,1,0.0026,0.0025,0,0,NA,NA,NA,NA
31,BMR07.03,control,BMR,LOW,0.01,4.08,1,0.0074,0.0044,0,0,NA,NA,NA,NA
61,Anz11.01,control,ANZ,LOW,0.01,2.02,1,0.01,0.0074,0,0,NA,NA,NA,NA
95,Anz10.01,control,ANZ,LOW,0.01,2.02,1,0.0012,0.0009,0,0,NA,NA,NA,NA
121,Yuc02.07,control,YUC,LOW,0.03,7.04,1,0.0154,0.0125,0,0,NA,NA,NA,NA
149,Yuc02.01,control,YUC,LOW,0.03,7.04,1,0.0112,0.0072,0,0,NA,NA,NA,NA
173,Gri01.01,control,GRI,HIGH,0.04,6.7,1,0.0136,0.0068,0,0,NA,NA,NA,NA
205,Gri01.13,control,GRI,HIGH,0.04,6.7,1,0.0169,0.006,0,0,NA,NA,NA,NA
232,Cla10.01,control,CLA,HIGH,0.11,10.81,1,0.0075,0.0035,0,0,NA,NA,NA,NA
261,Cla01.04,control,CLA,HIGH,0.11,10.81,1,0.006,0.0037,0,0,NA,NA,NA,NA
294,UCR02.07,control,UCR,HIGH,0.07,20.47,1,0.0066,0.0048,0,0,NA,NA,NA,NA
328,UCR09.05,control,UCR,HIGH,0.07,20.47,1,0.0057,0.008,0,0,NA,NA,NA,NA
362,UnH: Cla12.04,control,BMR,LOW,0.01,4.08,1,0.0083,0.0037,0,0,NA,NA,NA,NA
372,UnH: Cla12.04,control,UCR,HIGH,0.07,20.47,1,0.0111,0.0064,0,0,NA,NA,NA,NA
376,UnH: Cla12.04,control,GRI,HIGH,0.04,6.7,1,0.0075,0.0034,0,0,NA,NA,NA,NA
378,UnH: Cla12.04,control,ANZ,LOW,0.01,2.02,1,0.0076,0.0023,0,0,NA,NA,NA,NA
382,UnH: Cla12.04,control,YUC,LOW,0.03,7.04,1,0.0038,0.0025,0,0,NA,NA,NA,NA
395,UnH: Cla12.04,control,CLA,HIGH,0.11,10.81,1,0.0083,0.0047,0,0,NA,NA,NA,NA
543,UnL: Anz13.04,control,BMR,LOW,0.01,4.08,1,0.0103,0.007,0,0,NA,NA,NA,NA
550,UnL: Anz13.04,control,UCR,HIGH,0.07,20.47,1,0.0139,0.0056,0,0,NA,NA,NA,NA
554,UnL: Anz13.04,control,CLA,HIGH,0.11,10.81,1,0.0092,0.0056,0,0,NA,NA,NA,NA
556,UnL: Anz13.04,control,ANZ,LOW,0.01,2.02,1,0.0132,0.0066,0,0,NA,NA,NA,NA
570,UnL: Anz13.04,control,YUC,LOW,0.03,7.04,1,0.0088,0.005,0,0,NA,NA,NA,NA
573,UnL: Anz13.04,control,GRI,HIGH,0.04,6.7,1,0.0114,0.0076,0,0,NA,NA,NA,NA
722,A. heermannii,control,GRI,HIGH,0.04,6.7,1,0.0119,0.0128,0,0,NA,NA,NA,NA
724,A. heermannii,control,BMR,LOW,0.01,4.08,1,0.0155,0.01,0,0,NA,NA,NA,NA
730,A. heermannii,control,UCR,HIGH,0.07,20.47,1,0.0177,0.0131,0,0,NA,NA,NA,NA
751,A. heermannii,control,YUC,LOW,0.03,7.04,1,0.0149,0.0092,0,0,NA,NA,NA,NA
753,A. heermannii,control,ANZ,LOW,0.01,2.02,1,0.0073,0.0058,0,0,NA,NA,NA,NA
756,A. heermannii,control,CLA,HIGH,0.11,10.81,1,0.0085,0.0082,0,0,NA,NA,NA,NA
7,BMR01.03,control,BMR,LOW,0.01,4.08,2,0.0017,0.0032,0,0,NA,NA,NA,NA
38,BMR07.03,control,BMR,LOW,0.01,4.08,2,0.0078,0.0045,0,0,NA,NA,NA,NA
68,Anz11.01,control,ANZ,LOW,0.01,2.02,2,0.0111,0.0067,0,0,NA,NA,NA,NA
100,Anz10.01,control,ANZ,LOW,0.01,2.02,2,0.0026,0.0032,0,0,NA,NA,NA,NA
127,Yuc02.07,control,YUC,LOW,0.03,7.04,2,0.0081,0.007,0,0,NA,NA,NA,NA
152,Yuc02.01,control,YUC,LOW,0.03,7.04,2,0.0107,0.011,0,0,NA,NA,NA,NA
177,Gri01.01,control,GRI,HIGH,0.04,6.7,2,0.0148,0.0069,0,0,NA,NA,NA,NA
212,Gri01.13,control,GRI,HIGH,0.04,6.7,2,0.0159,0.006,0,0,NA,NA,NA,NA
242,Cla10.01,control,CLA,HIGH,0.11,10.81,2,0.0051,0.0035,0,0,NA,NA,NA,NA
272,Cla01.04,control,CLA,HIGH,0.11,10.81,2,0.0044,0.0041,0,0,NA,NA,NA,NA
299,UCR02.07,control,UCR,HIGH,0.07,20.47,2,0.0074,0.0081,0,0,NA,NA,NA,NA
338,UCR09.05,control,UCR,HIGH,0.07,20.47,2,0.0046,0.0054,0,0,NA,NA,NA,NA
412,UnH: Cla12.04,control,YUC,LOW,0.03,7.04,2,0.0034,0.0009,0,0,NA,NA,NA,NA
417,UnH: Cla12.04,control,BMR,LOW,0.01,4.08,2,0.0042,0.0029,0,0,NA,NA,NA,NA
421,UnH: Cla12.04,control,CLA,HIGH,0.11,10.81,2,0.006,0.0034,0,0,NA,NA,NA,NA
422,UnH: Cla12.04,control,GRI,HIGH,0.04,6.7,2,0.0048,0.0024,0,0,NA,NA,NA,NA
423,UnH: Cla12.04,control,UCR,HIGH,0.07,20.47,2,0.0025,0.0011,0,0,NA,NA,NA,NA
428,UnH: Cla12.04,control,ANZ,LOW,0.01,2.02,2,0.0039,0.0019,0,0,NA,NA,NA,NA
585,UnL: Anz13.04,control,UCR,HIGH,0.07,20.47,2,0.0134,0.0092,0,0,NA,NA,NA,NA
589,UnL: Anz13.04,control,GRI,HIGH,0.04,6.7,2,0.0122,0.0109,0,0,NA,NA,NA,NA
608,UnL: Anz13.04,control,ANZ,LOW,0.01,2.02,2,0.0054,0.0041,0,0,NA,NA,NA,NA
609,UnL: Anz13.04,control,BMR,LOW,0.01,4.08,2,0.0225,0.0132,0,0,NA,NA,NA,NA
610,UnL: Anz13.04,control,CLA,HIGH,0.11,10.81,2,0.0095,0.0068,0,0,NA,NA,NA,NA
611,UnL: Anz13.04,control,YUC,LOW,0.03,7.04,2,0.0094,0.0061,0,0,NA,NA,NA,NA
757,A. heermannii,control,BMR,LOW,0.01,4.08,2,0.0122,0.0116,0,0,NA,NA,NA,NA
768,A. heermannii,control,CLA,HIGH,0.11,10.81,2,0.0113,0.0103,0,0,NA,NA,NA,NA
770,A. heermannii,control,UCR,HIGH,0.07,20.47,2,0.0133,0.0117,0,0,NA,NA,NA,NA
779,A. heermannii,control,ANZ,LOW,0.01,2.02,2,0.013,0.0119,0,0,NA,NA,NA,NA
782,A. heermannii,control,YUC,LOW,0.03,7.04,2,0.0144,0.0173,0,0,NA,NA,NA,NA
783,A. heermannii,control,GRI,HIGH,0.04,6.7,2,0.0095,0.0117,0,0,NA,NA,NA,NA
17,BMR01.03,control,BMR,LOW,0.01,4.08,3,0.0061,0.0012,0,0,NA,NA,NA,NA
44,BMR07.03,control,BMR,LOW,0.01,4.08,3,0.0067,0.0038,0,0,NA,NA,NA,NA
76,Anz11.01,control,ANZ,LOW,0.01,2.02,3,0.006,0.0046,0,0,NA,NA,NA,NA
106,Anz10.01,control,ANZ,LOW,0.01,2.02,3,0.0047,0.0045,0,0,NA,NA,NA,NA
133,Yuc02.07,control,YUC,LOW,0.03,7.04,3,0.0085,0.0049,0,0,NA,NA,NA,NA
159,Yuc02.01,control,YUC,LOW,0.03,7.04,3,0.0103,0.012,0,0,NA,NA,NA,NA
187,Gri01.01,control,GRI,HIGH,0.04,6.7,3,0.0085,0.0047,0,0,NA,NA,NA,NA
216,Gri01.13,control,GRI,HIGH,0.04,6.7,3,0.0165,0.0058,0,0,NA,NA,NA,NA
244,Cla10.01,control,CLA,HIGH,0.11,10.81,3,0.0062,0.0038,0,0,NA,NA,NA,NA
278,Cla01.04,control,CLA,HIGH,0.11,10.81,3,0.0083,0.0034,0,0,NA,NA,NA,NA
310,UCR02.07,control,UCR,HIGH,0.07,20.47,3,0.0043,0.0039,0,0,NA,NA,NA,NA
345,UCR09.05,control,UCR,HIGH,0.07,20.47,3,0.0042,0.0053,0,0,NA,NA,NA,NA
434,UnH: Cla12.04,control,YUC,LOW,0.03,7.04,3,0.0035,0.0033,0,0,NA,NA,NA,NA
454,UnH: Cla12.04,control,ANZ,LOW,0.01,2.02,3,0.0036,0.0035,0,0,NA,NA,NA,NA
460,UnH: Cla12.04,control,CLA,HIGH,0.11,10.81,3,0.0068,0.0044,0,0,NA,NA,NA,NA
462,UnH: Cla12.04,control,GRI,HIGH,0.04,6.7,3,0.0038,0.0015,0,0,NA,NA,NA,NA
464,UnH: Cla12.04,control,UCR,HIGH,0.07,20.47,3,0.0048,0.0024,0,0,NA,NA,NA,NA
465,UnH: Cla12.04,control,BMR,LOW,0.01,4.08,3,0.0058,0.0051,0,0,NA,NA,NA,NA
616,UnL: Anz13.04,control,YUC,LOW,0.03,7.04,3,0.0082,0.0052,0,0,NA,NA,NA,NA
621,UnL: Anz13.04,control,ANZ,LOW,0.01,2.02,3,0.0098,0.0077,0,0,NA,NA,NA,NA
630,UnL: Anz13.04,control,GRI,HIGH,0.04,6.7,3,0.0068,0.0057,0,0,NA,NA,NA,NA
639,UnL: Anz13.04,control,BMR,LOW,0.01,4.08,3,0.0135,0.0096,0,0,NA,NA,NA,NA
646,UnL: Anz13.04,control,UCR,HIGH,0.07,20.47,3,0.0069,0.0034,0,0,NA,NA,NA,NA
648,UnL: Anz13.04,control,CLA,HIGH,0.11,10.81,3,0.0065,0.0053,0,0,NA,NA,NA,NA
796,A. heermannii,control,ANZ,LOW,0.01,2.02,3,0.0162,0.0136,0,0,NA,NA,NA,NA
810,A. heermannii,control,GRI,HIGH,0.04,6.7,3,0.0097,0.0111,0,0,NA,NA,NA,NA
812,A. heermannii,control,UCR,HIGH,0.07,20.47,3,0.0101,0.0139,0,0,NA,NA,NA,NA
816,A. heermannii,control,YUC,LOW,0.03,7.04,3,0.0108,0.0105,0,0,NA,NA,NA,NA
818,A. heermannii,control,CLA,HIGH,0.11,10.81,3,0.0134,0.0138,0,0,NA,NA,NA,NA
828,A. heermannii,control,BMR,LOW,0.01,4.08,3,0.013,0.015,0,0,NA,NA,NA,NA
22,BMR01.03,control,BMR,LOW,0.01,4.08,4,0.0062,0.0018,0,0,NA,NA,NA,NA
49,BMR07.03,control,BMR,LOW,0.01,4.08,4,0.0042,0.0017,0,0,NA,NA,NA,NA
79,Anz11.01,control,ANZ,LOW,0.01,2.02,4,0.0109,0.0084,0,0,NA,NA,NA,NA
111,Anz10.01,control,ANZ,LOW,0.01,2.02,4,DEAD,DEAD,NA,NA,NA,NA,NA,NA
139,Yuc02.07,control,YUC,LOW,0.03,7.04,4,0.0091,0.0044,0,0,NA,NA,NA,NA
161,Yuc02.01,control,YUC,LOW,0.03,7.04,4,0.0071,0.0075,0,0,NA,NA,NA,NA
191,Gri01.01,control,GRI,HIGH,0.04,6.7,4,0.0228,0.0097,0,0,NA,NA,NA,NA
222,Gri01.13,control,GRI,HIGH,0.04,6.7,4,DEAD,DEAD,NA,NA,NA,NA,NA,NA
252,Cla10.01,control,CLA,HIGH,0.11,10.81,4,0.0145,0.0063,0,0,NA,NA,NA,NA
282,Cla01.04,control,CLA,HIGH,0.11,10.81,4,0.0045,0.0025,0,0,NA,NA,NA,NA
315,UCR02.07,control,UCR,HIGH,0.07,20.47,4,0.0643,0.0076,0,0,NA,NA,NA,NA
347,UCR09.05,control,UCR,HIGH,0.07,20.47,4,0.0055,0.0027,0,0,NA,NA,NA,NA
470,UnH: Cla12.04,control,CLA,HIGH,0.11,10.81,4,0.0062,0.0042,0,0,NA,NA,NA,NA
473,UnH: Cla12.04,control,ANZ,LOW,0.01,2.02,4,0.0051,0.0033,0,0,NA,NA,NA,NA
475,UnH: Cla12.04,control,BMR,LOW,0.01,4.08,4,0.0036,0.0016,0,0,NA,NA,NA,NA
479,UnH: Cla12.04,control,YUC,LOW,0.03,7.04,4,0.0046,0.0029,0,0,NA,NA,NA,NA
485,UnH: Cla12.04,control,GRI,HIGH,0.04,6.7,4,0.022,0.0029,0,0,NA,NA,NA,NA
489,UnH: Cla12.04,control,UCR,HIGH,0.07,20.47,4,0.0091,0.0065,0,0,NA,NA,NA,NA
651,UnL: Anz13.04,control,ANZ,LOW,0.01,2.02,4,0.0169,0.0066,0,0,NA,NA,NA,NA
660,UnL: Anz13.04,control,YUC,LOW,0.03,7.04,4,0.0148,0.0092,0,0,NA,NA,NA,NA
663,UnL: Anz13.04,control,UCR,HIGH,0.07,20.47,4,0.0055,0.0043,0,0,NA,NA,NA,NA
669,UnL: Anz13.04,control,CLA,HIGH,0.11,10.81,4,DEAD,DEAD,NA,NA,NA,NA,NA,NA
680,UnL: Anz13.04,control,GRI,HIGH,0.04,6.7,4,0.016,0.008,0,0,NA,NA,NA,NA
684,UnL: Anz13.04,control,BMR,LOW,0.01,4.08,4,0.0125,0.0092,0,0,NA,NA,NA,NA
835,A. heermannii,control,UCR,HIGH,0.07,20.47,4,0.0117,0.0095,0,0,NA,NA,NA,NA
837,A. heermannii,control,CLA,HIGH,0.11,10.81,4,0.0112,0.0134,0,0,NA,NA,NA,NA
843,A. heermannii,control,YUC,LOW,0.03,7.04,4,0.0172,0.0125,0,0,NA,NA,NA,NA
849,A. heermannii,control,ANZ,LOW,0.01,2.02,4,0.0107,0.0095,0,0,NA,NA,NA,NA
850,A. heermannii,control,BMR,LOW,0.01,4.08,4,0.0093,0.0072,0,0,NA,NA,NA,NA
855,A. heermannii,control,GRI,HIGH,0.04,6.7,4,0.0134,0.0093,0,0,NA,NA,NA,NA
27,BMR01.03,control,BMR,LOW,0.01,4.08,5,0.0072,0.0052,0,0,NA,NA,NA,NA
60,BMR07.03,control,BMR,LOW,0.01,4.08,5,0.0066,0.0054,0,0,NA,NA,NA,NA
87,Anz11.01,control,ANZ,LOW,0.01,2.02,5,0.0096,0.0078,0,0,NA,NA,NA,NA
141,Yuc02.07,control,YUC,LOW,0.03,7.04,5,0.0106,0.0052,0,0,NA,NA,NA,NA
169,Yuc02.01,control,YUC,LOW,0.03,7.04,5,0.0104,0.0074,0,0,NA,NA,NA,NA
197,Gri01.01,control,GRI,HIGH,0.04,6.7,5,0.0075,0.0014,0,0,NA,NA,NA,NA
256,Cla10.01,control,CLA,HIGH,0.11,10.81,5,0.01,0.0037,0,0,NA,NA,NA,NA
289,Cla01.04,control,CLA,HIGH,0.11,10.81,5,0.0043,0.0037,0,0,NA,NA,NA,NA
325,UCR02.07,control,UCR,HIGH,0.07,20.47,5,0.0034,0.0029,0,0,NA,NA,NA,NA
357,UCR09.05,control,UCR,HIGH,0.07,20.47,5,0.0026,0.0034,0,0,NA,NA,NA,NA
518,UnH: Cla12.04,control,UCR,HIGH,0.07,20.47,5,0.0048,0.0025,0,0,NA,NA,NA,NA
527,UnH: Cla12.04,control,YUC,LOW,0.03,7.04,5,0.0024,0.0017,0,0,NA,NA,NA,NA
534,UnH: Cla12.04,control,CLA,HIGH,0.11,10.81,5,0.0043,0.0035,0,0,NA,NA,NA,NA
535,UnH: Cla12.04,control,ANZ,LOW,0.01,2.02,5,0.0041,0.0015,0,0,NA,NA,NA,NA
538,UnH: Cla12.04,control,GRI,HIGH,0.04,6.7,5,0.0039,0.0015,0,0,NA,NA,NA,NA
540,UnH: Cla12.04,control,BMR,LOW,0.01,4.08,5,0.0048,0.0048,0,0,NA,NA,NA,NA
867,A. heermannii,control,UCR,HIGH,0.07,20.47,5,0.0074,0.0093,0,0,NA,NA,NA,NA
884,A. heermannii,control,ANZ,LOW,0.01,2.02,5,0.0079,0.0088,0,0,NA,NA,NA,NA
886,A. heermannii,control,YUC,LOW,0.03,7.04,5,0.0081,0.0101,0,0,NA,NA,NA,NA
890,A. heermannii,control,BMR,LOW,0.01,4.08,5,0.0105,0.0104,0,0,NA,NA,NA,NA
893,A. heermannii,control,GRI,HIGH,0.04,6.7,5,0.0109,0.0074,0,0,NA,NA,NA,NA
895,A. heermannii,control,CLA,HIGH,0.11,10.81,5,0.0061,0.0063,0,0,NA,NA,NA,NA
